,Unnamed: 0,id,title,title_original,genres,director,keywords,cast,genre_empty
210,210,28397,Jay y Bob el Silencioso contraatacan,Jay and Silent Bob Strike Back,['Comedia'],['Kevin Smith'],"['movie business', 'experiment', 'based on comic', 'jay and silent bob', 'self mocking', 'monkey actor', 'view askew', 'gigantic hand']","['Kevin Smith', 'Jason Mewes', 'Ben Affleck', 'Jeff Anderson', ""Brian O'Halloran""]",11
211,211,28523,Una chica de Jersey,Jersey Girl,"['Comedia', 'Romance']",['Kevin Smith'],"['loss of loved one', 'yuppie', 'daughter']","['Ben Affleck', 'Raquel Castro', 'Liv Tyler', 'Jennifer Lopez', 'George Carlin']",22
212,212,28607,Una novia muy especial,Jewtopia,"['Comedia', 'Romance']",['Bryan Fogel'],"['jewish', 'dating']","['Ivan Sergei', 'Jennifer Love Hewitt', 'Joel David Moore', 'Jamie-Lynn Sigler', 'Peter Stormare']",22
214,214,28673,Jimmy P.,Jimmy P.,['Drama'],['Arnaud Desplechin'],"['psychoanalysis', 'psychiatry']","['Benicio del Toro', 'Mathieu Amalric', 'Elya Baskin', 'A Martinez', 'Misty Upham']",9
215,215,28779,Un padre de cuidado,Joe Somebody,"['Comedia', 'Romance']",['John Pasquin'],"['profession', 'karate', 'daughter', 'promotion', 'ex-wife', 'parking', 'slap']","['Tim Allen', 'Julie Bowen', 'Kelly Lynch', 'Greg Germann', 'James Belushi']",22
216,216,28881,Vacaciones en familia,Johnson Family Vacation,"['Comedia', 'Familia']",['Christopher Erskin'],[],"['Cedric the Entertainer', 'Vanessa Williams', 'Steve Harvey', 'Shari Headley', 'Shad Moss']",22
217,217,28981,Viaje al centro de la Tierra,Journey to the Center of the Earth,"['Acción', 'Ciencia ficción', 'Aventura', 'Comedia', 'Familia']",['Eric Brevig'],"['based on novel or book', 'volcano', 'iceland', 'prehistoric', 'dinosaur', 'prehistoric creature', '3d']","['Brendan Fraser', 'Josh Hutcherson', 'Anita Briem', 'Seth Meyers', 'Jean Michel Paré']",63
218,218,29001,Joven y alocada,Joven y alocada,"['Comedia', 'Drama']",['Marialy Rivas'],"['bisexuality', 'homosexuality', 'anal sex', 'unsimulated sex', 'lesbian sex', 'woman director']","['Alicia Rodríguez', 'Aline Küppenheim', 'María Gracia Omegna', 'Felipe Pinto', 'Alejandro Goic']",20
219,219,29326,Ojalá fuera cierto,Just Like Heaven,"['Comedia', 'Fantasía', 'Romance']",['Mark Waters'],"['coma', 'based on novel or book', 'workaholic', 'flirt', 'architect', 'romantic comedy', 'ghost', 'landscape architect']","['Reese Witherspoon', 'Mark Ruffalo', 'Donal Logue', 'Dina Spybey-Waters', 'Ben Shenkman']",34
220,220,29329,Recién casados,Just Married,"['Comedia', 'Romance']",[],"['venice', 'france', 'prison', 'fire', 'europe', 'married couple', 'honeymoon', 'castle', 'just married', 'chewing gum', 'marriage', 'police', 'vacation']",[],22
247,247,32924,Cartas a Julieta,Letters to Juliet,"['Comedia', 'Drama', 'Romance']",['Gary Winick'],"['italy', 'letter', 'romantic comedy', 'american abroad', 'boyfriend girlfriend', 'italian stereotype', 'verona italy', 'quest']","['Amanda Seyfried', 'Christopher Egan', 'Gael García Bernal', 'Vanessa Redgrave', 'Franco Nero']",31
248,248,32978,Mentiroso compulsivo,Liar Liar,['Comedia'],['Tom Shadyac'],"['california', 'workaholic', 'birthday', 'lie', 'pregnancy and birth', 'wish', '1990s']","['Jim Carrey', 'Maura Tierney', 'Cary Elwes', 'Jennifer Tilly', 'Swoosie Kurtz']",11
249,249,32983,Amor y letras,Liberal Arts,"['Romance', 'Comedia', 'Drama']",['Josh Radnor'],"['age difference', 'literature', 'book', 'letter', 'college', 'campus', 'older man younger woman relationship', 'reading', 'unhappiness', 'college student']","['Josh Radnor', 'Elizabeth Olsen', 'Richard Jenkins', 'Allison Janney', 'Elizabeth Reaser']",31
250,250,33051,Life Partners,Life Partners,"['Romance', 'Comedia']",['Susanna Fogel'],"['sexuality', 'roommate', 'change', 'friends', 'romance', 'lesbian', 'lawyer', 'relationship', 'woman director']","['Leighton Meester', 'Gillian Jacobs', 'Adam Brody', 'Gabourey Sidibe', 'Beth Dover']",22
251,251,33063,Náufragos,Lifeboat,"['Drama', 'Bélica']",['Alfred Hitchcock'],"['sea', 'journalist', 'boat', 'world war ii', 'german', 'survivor', 'u boat', 'lifeboat', 'steward', 'radio operator']","['Tallulah Bankhead', 'William Bendix', 'Walter Slezak', 'Mary Anderson', 'John Hodiak']",19
253,253,33094,Todo por mi hijo,Like Dandelion Dust,"['Drama', 'Familia']",['Jon Gunn'],"['based on novel or book', 'independent film']","['Mira Sorvino', 'Barry Pepper', 'Cole Hauser', 'Kate Levering', 'Maxwell Perry Cotton']",20
254,254,33242,Ahora los padres son ellos,Little Fockers,"['Comedia', 'Romance']",['Paul Weitz'],"['nurse', 'cat', 'father-in-law', 'vomit', 'kids and family', 'viagra', 'duringcreditsstinger']","['Robert De Niro', 'Ben Stiller', 'Owen Wilson', 'Dustin Hoffman', 'Barbra Streisand']",22
255,255,33872,Los miércoles no existen,Los miércoles no existen,"['Comedia', 'Drama', 'Romance']",['Peris Romano'],"['cheating', 'based on play or musical', 'couple', 'multiple story line']","['Inma Cuesta', 'Gorka Otxoa', 'María León', 'Eduardo Noriega', 'William Miller']",31
256,256,34128,Amor y otras drogas,Love & Other Drugs,"['Drama', 'Comedia', 'Romance']",['Edward Zwick'],"['letter', 'love', 'viagra', 'sexual freedom', 'free spirit']","['Jake Gyllenhaal', 'Anne Hathaway', 'Oliver Platt', 'Hank Azaria', 'Gabriel Macht']",31
257,257,34182,El amor en los tiempos del cólera,Love in the Time of Cholera,"['Drama', 'Romance']",['Mike Newell'],"['sex', 'marriage proposal', 'new love', 'colombia', 'letter', 'love letter', 'dying and death', 'ship', 'marriage', 'cholera', 'teacher', 'principal', 'doctor', 'extramarital affair', 'emotions']","['Javier Bardem', 'Unax Ugalde', 'Benjamin Bratt', 'Catalina Sandino Moreno', 'Héctor Elizondo']",20
282,282,36722,Midnight sun: Una aventura polar,Midnight Sun,"['Familia', 'Aventura']",['Roger Spottiswoode'],"['canada', 'winter', 'human animal relationship', 'polar bear', 'bear', 'northern canada', 'animal rescue']","['Dakota Goyo', 'Goran Visnjic', 'Bridget Moynahan', 'Linda Kash', 'Kendra Leigh Timmins']",23
283,283,36726,La batalla de Midway,Midway,"['Acción', 'Drama', 'Historia', 'Bélica']",['Jack Smight'],"['world war ii', 'midway', 'soldier', 'american']","['Charlton Heston', 'Henry Fonda', 'James Coburn', 'Glenn Ford', 'Hal Holbrook']",41
284,284,37078,Reflejos,Mirrors,"['Terror', 'Misterio', 'Suspense', 'Drama']",['Alexandre Aja'],"['schizophrenia', 'night watchman', 'subway', 'hallucination', 'alcoholism', 'ex-cop', 'possession', 'morgue', 'rural setting', 'medication', 'demon', 'psychiatrist', 'estranged wife', 'nypd', 'evil', 'newspaper clipping']","['Kiefer Sutherland', 'Paula Patton', 'Amy Smart', 'Cameron Boyce', 'Erica Gluck']",43
285,285,37105,Misfire: Agente antidroga,Misfire,"['Suspense', 'Acción']",['R. Ellis Frazier'],['police'],"['Gary Daniels', 'Vannessa Vasquez', 'Michael Greco', 'Luis Gatica', 'Geoffrey Ross']",22
287,287,37164,Mission: Impossible,Mission: Impossible,"['Aventura', 'Acción', 'Suspense']",['Brian De Palma'],"['paris france', 'london england', 'spy', 'cia', 'terrorist', 'secret identity', 'undercover', 'arms deal', 'headquarter', 'secret base', 'secret mission', 'prague', 'embassy', 'secret agent', 'tgv', 'computer', 'mission', 'based on tv series', 'espionage', 'agent']","['Tom Cruise', 'Jon Voight', 'Henry Czerny', 'Emmanuelle Béart', 'Jean Reno']",34
289,289,37328,Momentum,Momentum,"['Ciencia ficción', 'Suspense']",['James Seale'],"['fbi', 'telekinesis']","['Louis Gossett, Jr.', 'Teri Hatcher', 'Grayson McCouch', 'Michael Massee', 'Nicki Aycox']",31
290,290,37380,Waltz for Monica,Monica Z,"['Música', 'Drama']",['Per Fly'],"['biography', 'single mother', 'jazz singer', 'nightclub singer']","['Edda Magnason', 'Sverrir Gudnason', 'Kjell Bergqvist', 'Vera Vitali', 'Cecilia Ljung']",19
291,291,37477,Montecarlo,Monte Carlo,"['Aventura', 'Comedia', 'Romance']",['Thomas Bezucha'],"['monte carlo', 'mistaken identity', 'look-alike', 'young woman', 'texan', 'american abroad']","['Selena Gomez', 'Katie Cassidy', 'Cory Monteith', 'Leighton Meester', 'Andie MacDowell']",34
292,292,37516,Moonrise Kingdom,Moonrise Kingdom,"['Comedia', 'Drama', 'Romance']",['Wes Anderson'],"['camping', 'hurricane', 'camp', 'new england', 'first love', 'eye patch', 'search party', 'devastation', 'pen pal', 'handkerchief', 'child smoking', 'small town sheriff', 'the color red', 'the color blue', 'boy scouts', 'sand dancing', 'meet cute', 'boy scouts leader', 'pipe smoking', 'duringcreditsstinger', '1960s']","['Bruce Willis', 'Edward Norton', 'Bill Murray', 'Frances McDormand', 'Tilda Swinton']",31
319,319,41594,Dolor y dinero,Pain & Gain,"['Suspense', 'Crimen', 'Acción', 'Comedia']",['Michael Bay'],"['miami', 'scam', 'weight lifting', 'weightlifting', 'duringcreditsstinger']","['Mark Wahlberg', 'Dwayne Johnson', 'Anthony Mackie', 'Tony Shalhoub', 'Ed Harris']",43
320,320,41857,Paraísos Artificiais,Paraísos Artificiais,['Drama'],['Marcos Prado'],[],"['Nathalia Dill', 'Luca Bianchi', 'Lívia de Bueno', 'Bernardo Melo Barreto']",9
321,321,41880,El alucinante mundo de Norman,ParaNorman,"['Familia', 'Animación', 'Aventura', 'Comedia']","['Sam Fell', 'Chris Butler']","['medium', 'stop motion', 'curse', 'jock', 'ghost', 'communicating with the dead', 'aftercreditsstinger', 'dealing with the past', 'witch trial', 'child witch', 'empathy', 'strange']","['Kodi Smit-McPhee', 'Tucker Albrizzi', 'Jodelle Ferland', 'Anna Kendrick', 'Casey Affleck']",47
322,322,41914,Paris a toda costa,Paris à tout prix,['Comedia'],['Reem Kherici'],['woman director'],"['Reem Kherici', 'Tarek Boudali', 'Cécile Cassel', 'Philippe Lacheau', 'Shirley Bousquet']",11
323,323,42110,Patton,Patton,"['Drama', 'Historia', 'Bélica']",['Franklin J. Schaffner'],"['general', 'world war ii', 'normandy', 'biography', 'historical figure', 'd-day', 'dead soldier', 'tank', 'steel helmet', 'destiny', 'allies']","['George C. Scott', 'Karl Malden', 'Stephen Young', 'Michael Strong', 'Carey Loftin']",31
